FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_veg,2014_veg,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year,Fire_Num,Fire_Max_Sev,SubSite
3256,1889,7/23/2016 0:00,14:20,P2-2, , ,50,50,ENE,NNW,-118.635875,36.732614,0,1329,[No GPS Lock],0,Conifer  mixed con,mixed conifer,2016_Late,3839,690, , , , , , ,2,2,28.1124992,3,4,1.71814,2165.800049,1985,2,1,25
3255,1894,7/23/2016 0:00,14:22,P2-2, , ,50,75,ENE,NNW,-118.635884,36.732678,0,1329,[No GPS Lock],PIJE hummock,Conifer  mixed con,mixed conifer,2016_Late,3844,695, , , , , , ,2,2,28.1124992,3,4,1.71814,2165.800049,1985,2,2,25
3254,1899,7/23/2016 0:00,0:00,P2-2, , ,50,100,ENE,NNW,-118.635893,36.732742,0.3,1783, ,0.3,Conifer  mixed con,mixed conifer,2016_Late,0,700, , , , , , ,2,2,28.6075993,4,0,1.3766299,2165.620117,1985,2,2,25
3263,1880,7/23/2016 0:00,0:00,P2-2, , ,75,0,ENE,NNW,-118.635762,36.73249,0.7,1783, ,0.7,Conifer  mixed con,mixed conifer,2016_Late,0,681, , , , , , ,2,2,25.1812,2,0,2.55024,2166.409912,1985,2,1,25
3262,1885,7/23/2016 0:00,0:00,P2-2, , ,75,25,ENE,NNW,-118.635773,36.732554,0.9,1783, ,0.9,Conifer  mixed con,mixed conifer,2016_Late,0,686, , , , , , ,2,2,25.1247005,3,0,2.23879,2165.98999,1985,2,1,25
3261,1890,7/23/2016 0:00,14:19,P2-2, , ,75,50,ENE,NNW,-118.635783,36.732618,1.87,1329,[No GPS Lock],1.87,Conifer  mixed con,mixed conifer,2016_Late,3838,691, , , , , , ,2,2,28.9405994,3,7,1.6773,2165.649902,1985,2,2,25
3260,1895,7/23/2016 0:00,14:22,P2-2, , ,75,75,ENE,NNW,-118.635793,36.732681,0.43,1329,[No GPS Lock],0.43,Conifer  mixed con,mixed conifer,2016_Late,3843,696, , , , , , ,2,2,28.9405994,3,7,1.6773,2165.649902,1985,2,2,25
3259,1900,7/23/2016 0:00,0:00,P2-2, , ,75,100,ENE,NNW,-118.635804,36.732745,1.5,1783, ,1.5,Conifer  mixed con,mixed conifer,2016_Late,0,701, , , , , , ,2,2,35.7205009,4,5,1.28898,2165.449951,1985,2,2,25
3268,1881,7/23/2016 0:00,0:00,P2-2, , ,100,0,ENE,NNW,-118.635668,36.732493,2,1783, ,WPT 913,Conifer  mixed con,mixed conifer,2016_Late,0,682, , , , , , ,2,2,31.1494007,2,1,2.5913301,2166.169922,1985,2,1,25
3267,1886,7/23/2016 0:00,0:00,P2-2, , ,100,25,ENE,NNW,-118.635679,36.732557,1,1783, ,1,Conifer  mixed con,mixed conifer,2016_Late,0,687, , , , , , ,2,2,32.906601,3,1,2.16608,2165.800049,1985,2,1,25
3266,1891,7/23/2016 0:00,14:19,P2-2, , ,100,50,ENE,NNW,-118.635691,36.732621,1.86,1329,[No GPS Lock],1.86,Conifer  mixed con,mixed conifer,2016_Late,3837,692, , , , , , ,2,2,36.1762009,3,0,1.66061,2165.550049,1985,2,2,25
3265,1896,7/23/2016 0:00,14:21,P2-2, , ,100,75,ENE,NNW,-118.635702,36.732685,0.64,1329,[No GPS Lock],0.64,Conifer  mixed con,mixed conifer,2016_Late,3842,697, , , , , , ,2,2,36.1762009,3,0,1.66061,2165.550049,1985,2,2,25
3264,1901,7/23/2016 0:00,0:00,P2-2, , ,100,100,ENE,NNW,-118.635714,36.732749,1.3,1783, ,WPT 915,Conifer  mixed con,mixed conifer,2016_Late,0,702, , , , , , ,2,2,40.9766998,4,8,1.3543299,2165.310059,1985,2,2,25
3269,703,6/2/2016 0:00,13:40,P2-3, , ,0,-5,S,E,-118.646994,36.725348,5.71,1783,[No GPS Lock],WPT 763,Conifer  PICO thicket,mixed conifer,2016_Early,3000, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3272,704,6/2/2016 0:00,13:39,P2-3, , ,0,5,S,E,-118.646974,36.725348,9.860001,1783,[No GPS Lock],WPT 763,Conifer  PICO thicket,mixed conifer,2016_Early,2999, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3270,705,6/2/2016 0:00,13:41,P2-3, , ,5,-5,S,E,-118.646987,36.725337,7.420001,1783,[No GPS Lock],7.420001,Conifer  PICO thicket,mixed conifer,2016_Early,3002, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3274,706,6/2/2016 0:00,13:40,P2-3, , ,5,5,S,E,-118.646967,36.725337,6.49,1783,[No GPS Lock],6.49,Conifer  PICO thicket,mixed conifer,2016_Early,3001, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3271,707,6/2/2016 0:00,13:41,P2-3, , ,10,-5,S,E,-118.64698,36.725327,8.76,1783,[No GPS Lock],8.76,Conifer  PICO thicket,mixed conifer,2016_Early,3004, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3276,708,6/2/2016 0:00,13:41,P2-3, , ,10,5,S,E,-118.64696,36.725327,6.68,1783,[No GPS Lock],6.68,Conifer  PICO thicket,mixed conifer,2016_Early,3003, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3273,709,6/2/2016 0:00,13:42,P2-3, , ,15,-5,S,E,-118.646973,36.725316,7.54,1783,[No GPS Lock],7.54,Conifer  PICO thicket,mixed conifer,2016_Early,3006, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3278,710,6/2/2016 0:00,13:42,P2-3, , ,15,5,S,E,-118.646953,36.725316,8.629999,1783,[No GPS Lock],8.629999,Conifer  PICO thicket,mixed conifer,2016_Early,3005, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3275,711,6/2/2016 0:00,13:43,P2-3, , ,20,-5,S,E,-118.646966,36.725305,3.99,1783,[No GPS Lock],3.99,Conifer  PICO thicket,mixed conifer,2016_Early,3008, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3280,712,6/2/2016 0:00,13:43,P2-3, , ,20,5,S,E,-118.646946,36.725305,8.349999,1783,[No GPS Lock],8.349999,Conifer  PICO thicket,mixed conifer,2016_Early,3007, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3277,713,6/2/2016 0:00,13:44,P2-3, , ,25,-5,S,E,-118.646959,36.725294,8.02,1783,[No GPS Lock],8.02,Conifer  PICO thicket,mixed conifer,2016_Early,3010, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3282,714,6/2/2016 0:00,13:44,P2-3, , ,25,5,S,E,-118.646939,36.725294,6.360001,1783,[No GPS Lock],6.360001,Conifer  PICO thicket,mixed conifer,2016_Early,3009, , , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3279,715,6/2/2016 0:00,13:45,P2-3, , ,30,-5,S,E,-118.646952,36.725284,9.520001,1783,[No GPS Lock],9.520001,Conifer  PICO thicket,mixed conifer,2016_Early,3012, , , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3284,716,6/2/2016 0:00,13:45,P2-3, , ,30,5,S,E,-118.646932,36.725284,4.88,1783,[No GPS Lock],4.88,Conifer  PICO thicket,mixed conifer,2016_Early,3011, , , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3281,717,6/2/2016 0:00,13:46,P2-3, , ,35,-5,S,E,-118.646945,36.725273,5.79,1783,[No GPS Lock],5.79,Conifer  PICO thicket,mixed conifer,2016_Early,3013, , , , , , , ,4,4,343.053009,-4,30,4.3434901,2187.699951,1985,2,2,26
3286,718,6/2/2016 0:00,13:47,P2-3, , ,35,5,S,E,-118.646925,36.725273,7.61,1783,[No GPS Lock],ceco,Conifer  PICO thicket,mixed conifer,2016_Early,3014, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3283,719,6/2/2016 0:00,13:48,P2-3, , ,40,-5,S,E,-118.646938,36.725262,6.82,1783,[No GPS Lock],6.82,Conifer  PICO thicket,mixed conifer,2016_Early,3016, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3288,720,6/2/2016 0:00,13:48,P2-3, , ,40,5,S,E,-118.646918,36.725262,6.29,1783,[No GPS Lock],ceco,Conifer  PICO thicket,mixed conifer,2016_Early,3015, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3285,721,6/2/2016 0:00,13:49,P2-3, , ,45,-5,S,E,-118.646931,36.725252,5.52,1783,[No GPS Lock],5.52,Conifer  PICO thicket,mixed conifer,2016_Early,3018, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3290,722,6/2/2016 0:00,13:48,P2-3, , ,45,5,S,E,-118.646912,36.725252,4.66,1783,[No GPS Lock],ceco,Conifer  PICO thicket,mixed conifer,2016_Early,3017, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3287,723,6/2/2016 0:00,13:49,P2-3, , ,50,-5,S,E,-118.646924,36.725241,8.83,1783,[No GPS Lock],8.83,Conifer  PICO thicket,mixed conifer,2016_Early,3020, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3292,724,6/2/2016 0:00,13:49,P2-3, , ,50,5,S,E,-118.646905,36.725241,7.36,1783,[No GPS Lock],7.36,Conifer  PICO thicket,mixed conifer,2016_Early,3019, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3289,725,6/2/2016 0:00,14:09,P2-3, , ,55,-5,S,E,-118.646918,36.72523,3.99,1783,[No GPS Lock],3.99,Conifer  PICO thicket,mixed conifer,2016_Early,3039, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3294,726,6/2/2016 0:00,14:09,P2-3, , ,55,5,S,E,-118.646898,36.72523,4.6,1783,[No GPS Lock],4.6,Conifer  PICO thicket,mixed conifer,2016_Early,3038, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3291,727,6/2/2016 0:00,14:08,P2-3, , ,60,-5,S,E,-118.646911,36.72522,5.48,1783,[No GPS Lock],5.48,Conifer  PICO thicket,mixed conifer,2016_Early,3037, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3296,728,6/2/2016 0:00,14:08,P2-3, , ,60,5,S,E,-118.646891,36.72522,3.81,1783,[No GPS Lock],3.81,Conifer  PICO thicket,mixed conifer,2016_Early,3036, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3293,729,6/2/2016 0:00,14:07,P2-3, , ,65,-5,S,E,-118.646904,36.725209,4.11,1783,[No GPS Lock],4.11,Conifer  PICO thicket,mixed conifer,2016_Early,3035, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3298,730,6/2/2016 0:00,14:07,P2-3, , ,65,5,S,E,-118.646884,36.725209,5.67,1783,[No GPS Lock],5.67,Conifer  PICO thicket,mixed conifer,2016_Early,3034, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3295,731,6/2/2016 0:00,14:06,P2-3, , ,70,-5,S,E,-118.646897,36.725198,7.69,1783,[No GPS Lock],7.69,Conifer  PICO thicket,mixed conifer,2016_Early,3033, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3300,732,6/2/2016 0:00,14:05,P2-3, , ,70,5,S,E,-118.646877,36.725198,5.35,1783,[No GPS Lock],5.35,Conifer  PICO thicket,mixed conifer,2016_Early,3032, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3297,733,6/2/2016 0:00,14:05,P2-3, , ,75,-5,S,E,-118.64689,36.725187,8.56,1783,[No GPS Lock],8.56,Conifer  PICO thicket,mixed conifer,2016_Early,3031, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3302,734,6/2/2016 0:00,14:04,P2-3, , ,75,5,S,E,-118.64687,36.725187,4.42,1783,[No GPS Lock],4.42,Conifer  PICO thicket,mixed conifer,2016_Early,3030, , , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3299,735,6/2/2016 0:00,14:03,P2-3, , ,80,-5,S,E,-118.646883,36.725177,5.6,1783,[No GPS Lock],5.6,Conifer  PICO thicket,mixed conifer,2016_Early,3029, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3304,736,6/2/2016 0:00,14:03,P2-3, , ,80,5,S,E,-118.646863,36.725177,4.54,1783,[No GPS Lock],4.54,Conifer  PICO thicket,mixed conifer,2016_Early,3028, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3301,737,6/2/2016 0:00,14:01,P2-3, , ,85,-5,S,E,-118.646876,36.725166,3.75,1783,[No GPS Lock],3.75,Conifer  PICO thicket,mixed conifer,2016_Early,3027, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3306,738,6/2/2016 0:00,13:59,P2-3, , ,85,5,S,E,-118.646856,36.725166,3.52,1783,[No GPS Lock],3.52,Conifer  PICO thicket,mixed conifer,2016_Early,3026, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3303,739,6/2/2016 0:00,13:58,P2-3, , ,90,-5,S,E,-118.646869,36.725155,2.92,1783,[No GPS Lock],2.92,Conifer  PICO thicket,mixed conifer,2016_Early,3025, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3308,740,6/2/2016 0:00,13:58,P2-3, , ,90,5,S,E,-118.646849,36.725155,7.76,1783,[No GPS Lock],7.76,Conifer  PICO thicket,mixed conifer,2016_Early,3024, , , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3305,741,6/2/2016 0:00,13:57,P2-3, , ,95,-5,S,E,-118.646862,36.725145,4.79,1783,[No GPS Lock],4.79,Conifer  PICO thicket,mixed conifer,2016_Early,3023, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3309,742,6/2/2016 0:00,13:57,P2-3, , ,95,5,S,E,-118.646842,36.725145,4.85,1783,[No GPS Lock],4.85,Conifer  PICO thicket,mixed conifer,2016_Early,3022, , , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3307,743,6/2/2016 0:00,13:54,P2-3, , ,100,-5,S,E,-118.646855,36.725134,2.59,1783,[No GPS Lock],log; WPT 764,Conifer  PICO thicket,mixed conifer,2016_Early,3021, , , , , , , ,4,4,345.1279907,-4,26,4.5114799,2188.679932,1985,2,2,26
3310,744,6/2/2016 0:00,,P2-3, , ,100,5,S,E,-118.646835,36.725134,2.8,1783, ,WPT 764,Conifer  PICO thicket,mixed conifer,2016_Early,0, , , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3311,1902,7/22/2016 0:00,15:57,P2-3, , ,0,-5,SE,SW,-118.64697,36.725353,1.73,1329,[No GPS Lock],WPT 881,Conifer  PICO thicket,mixed conifer,2016_Late,3740,703, , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3314,1923,7/22/2016 0:00,15:57,P2-3, , ,0,5,SE,SW,-118.64695,36.725353,2.13,1329,[No GPS Lock],WPT 881,Conifer  PICO thicket,mixed conifer,2016_Late,3739,704, , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3312,1903,7/22/2016 0:00,15:58,P2-3, , ,5,-5,SE,SW,-118.646962,36.725344,1.69,1329,[No GPS Lock],1.69,Conifer  PICO thicket,mixed conifer,2016_Late,3742,705, , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3316,1924,7/22/2016 0:00,15:58,P2-3, , ,5,5,SE,SW,-118.646942,36.725344,1.37,1329,[No GPS Lock],1.37,Conifer  PICO thicket,mixed conifer,2016_Late,3741,706, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3313,1904,7/22/2016 0:00,15:59,P2-3, , ,10,-5,SE,SW,-118.646954,36.725335,2.14,1329,[No GPS Lock],2.14,Conifer  PICO thicket,mixed conifer,2016_Late,3744,707, , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3318,1925,7/22/2016 0:00,15:59,P2-3, , ,10,5,SE,SW,-118.646934,36.725335,1.58,1329,[No GPS Lock],1.58,Conifer  PICO thicket,mixed conifer,2016_Late,3743,708, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3315,1905,7/22/2016 0:00,16:00,P2-3, , ,15,-5,SE,SW,-118.646946,36.725326,0.79,1329,[No GPS Lock],0.7900001,Conifer  PICO thicket,mixed conifer,2016_Late,3746,709, , , , , , ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3320,1926,7/22/2016 0:00,0:00,P2-3, , ,15,5,SE,SW,-118.646926,36.725326,1.9,1329, ,1.9,Conifer  PICO thicket,mixed conifer,2016_Late,0,710, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3317,1906,7/22/2016 0:00,16:01,P2-3, , ,20,-5,SE,SW,-118.646938,36.725317,0.84,1329,[No GPS Lock],0.84,Conifer  PICO thicket,mixed conifer,2016_Late,3748,711, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3322,1927,7/22/2016 0:00,16:01,P2-3, , ,20,5,SE,SW,-118.646918,36.725317,1.11,1329,[No GPS Lock],1.11,Conifer  PICO thicket,mixed conifer,2016_Late,3747,712, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3319,1907,7/22/2016 0:00,16:02,P2-3, , ,25,-5,SE,SW,-118.64693,36.725308,1.81,1329,[No GPS Lock],1.81,Conifer  PICO thicket,mixed conifer,2016_Late,3750,713, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3324,1928,7/22/2016 0:00,16:01,P2-3, , ,25,5,SE,SW,-118.64691,36.725308,1.97,1329,[No GPS Lock],1.97,Conifer  PICO thicket,mixed conifer,2016_Late,3749,714, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3321,1908,7/22/2016 0:00,16:03,P2-3, , ,30,-5,SE,SW,-118.646922,36.725299,1.91,1329,[No GPS Lock],1.91,Conifer  PICO thicket,mixed conifer,2016_Late,3752,715, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3326,1929,7/22/2016 0:00,16:03,P2-3, , ,30,5,SE,SW,-118.646902,36.725299,1.75,1329,[No GPS Lock],1.75,Conifer  PICO thicket,mixed conifer,2016_Late,3751,716, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3323,1909,7/22/2016 0:00,16:04,P2-3, , ,35,-5,SE,SW,-118.646914,36.72529,1.59,1329,[No GPS Lock],1.59,Conifer  PICO thicket,mixed conifer,2016_Late,3754,717, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3328,1930,7/22/2016 0:00,16:04,P2-3, , ,35,5,SE,SW,-118.646894,36.72529,1.27,1329,[No GPS Lock],1.27,Conifer  PICO thicket,mixed conifer,2016_Late,3753,718, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3325,1910,7/22/2016 0:00,16:05,P2-3, , ,40,-5,SE,SW,-118.646906,36.725281,1.59,1329,[No GPS Lock],1.59,Conifer  PICO thicket,mixed conifer,2016_Late,3756,719, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3330,1931,7/22/2016 0:00,16:04,P2-3, , ,40,5,SE,SW,-118.646886,36.725281,1.32,1329,[No GPS Lock],1.32,Conifer  PICO thicket,mixed conifer,2016_Late,3755,720, , , , , , ,4,4,337.0180054,-4,27,3.9133899,2187.27002,1985,2,2,26
3327,1911,7/22/2016 0:00,16:06,P2-3, , ,45,-5,SE,SW,-118.646898,36.725272,0.43,1329,[No GPS Lock],0.43,Conifer  PICO thicket,mixed conifer,2016_Late,3758,721, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3332,1932,7/22/2016 0:00,0:00,P2-3, , ,45,5,SE,SW,-118.646878,36.725272,1.9,1329, ,1.9,Conifer  PICO thicket,mixed conifer,2016_Late,0,722, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3329,1912,7/22/2016 0:00,0:00,P2-3, , ,50,-5,SE,SW,-118.64689,36.725262,2.6,1783, ,2.6,Conifer  PICO thicket,mixed conifer,2016_Late,0,723, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3334,1933,7/22/2016 0:00,0:00,P2-3, , ,50,5,SE,SW,-118.646869,36.725262,2.5,1783, ,2.5,Conifer  PICO thicket,mixed conifer,2016_Late,0,724, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3331,1913,7/22/2016 0:00,0:00,P2-3, , ,55,-5,SE,SW,-118.646882,36.725253,2.1,1783, ,2.1,Conifer  PICO thicket,mixed conifer,2016_Late,0,725, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3336,1934,7/22/2016 0:00,0:00,P2-3, , ,55,5,SE,SW,-118.646861,36.725253,2.7,1783, ,2.7,Conifer  PICO thicket,mixed conifer,2016_Late,0,726, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3333,1914,7/22/2016 0:00,0:00,P2-3, , ,60,-5,SE,SW,-118.646873,36.725244,2.5,1783, ,2.5,Conifer  PICO thicket,mixed conifer,2016_Late,0,727, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3338,1935,7/22/2016 0:00,0:00,P2-3, , ,60,5,SE,SW,-118.646853,36.725244,2.4,1783, ,2.4,Conifer  PICO thicket,mixed conifer,2016_Late,0,728, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3335,1915,7/22/2016 0:00,0:00,P2-3, , ,65,-5,SE,SW,-118.646865,36.725235,2.4,1783, ,2.4,Conifer  PICO thicket,mixed conifer,2016_Late,0,729, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3340,1936,7/22/2016 0:00,0:00,P2-3, , ,65,5,SE,SW,-118.646845,36.725235,2.6,1783, ,2.6,Conifer  PICO thicket,mixed conifer,2016_Late,0,730, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3337,1916,7/22/2016 0:00,0:00,P2-3, , ,70,-5,SE,SW,-118.646857,36.725226,2.9,1783, ,2.9,Conifer  PICO thicket,mixed conifer,2016_Late,0,731, , , , , , ,4,4,341.644989,-4,27,4.14642,2187.919922,1985,2,2,26
3342,1937,7/22/2016 0:00,0:00,P2-3, , ,70,5,SE,SW,-118.646837,36.725226,2.3,1783, ,2.3,Conifer  PICO thicket,mixed conifer,2016_Late,0,732, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3339,1917,7/22/2016 0:00,0:00,P2-3, , ,75,-5,SE,SW,-118.646849,36.725217,1.9,1783, ,1.9,Conifer  PICO thicket,mixed conifer,2016_Late,0,733, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3344,1938,7/22/2016 0:00,0:00,P2-3, , ,75,5,SE,SW,-118.646829,36.725217,2.9,1783, ,2.9,Conifer  PICO thicket,mixed conifer,2016_Late,0,734, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3341,1918,7/22/2016 0:00,0:00,P2-3, , ,80,-5,SE,SW,-118.646841,36.725208,2.5,1783, ,2.5,Conifer  PICO thicket,mixed conifer,2016_Late,0,735, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3346,1939,7/22/2016 0:00,0:00,P2-3, , ,80,5,SE,SW,-118.646821,36.725208,3,1783, ,3,Conifer  PICO thicket,mixed conifer,2016_Late,0,736, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3343,1919,7/22/2016 0:00,0:00,P2-3, , ,85,-5,SE,SW,-118.646833,36.725199,0,1783, ,0,Conifer  PICO thicket,mixed conifer,2016_Late,0,737, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3348,1940,7/22/2016 0:00,0:00,P2-3, , ,85,5,SE,SW,-118.646813,36.725199,2.3,1783, ,2.3,Conifer  PICO thicket,mixed conifer,2016_Late,0,738, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3345,1920,7/22/2016 0:00,0:00,P2-3, , ,90,-5,SE,SW,-118.646825,36.72519,1.8,1783, ,1.8,Conifer  PICO thicket,mixed conifer,2016_Late,0,739, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3350,1941,7/22/2016 0:00,0:00,P2-3, , ,90,5,SE,SW,-118.646805,36.72519,1.8,1783, ,1.8,Conifer  PICO thicket,mixed conifer,2016_Late,0,740, , , , , , ,4,4,340.6549988,-4,26,3.9505501,2188.110107,1985,2,2,26
3347,1921,7/22/2016 0:00,0:00,P2-3, , ,95,-5,SE,SW,-118.646817,36.725181,0,1783, ,0,Conifer  PICO thicket,mixed conifer,2016_Late,0,741, , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3351,1942,7/22/2016 0:00,0:00,P2-3, , ,95,5,SE,SW,-118.646797,36.725181,1.7,1783, ,1.7,Conifer  PICO thicket,mixed conifer,2016_Late,0,742, , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3349,1922,7/22/2016 0:00,0:00,P2-3, , ,100,-5,SE,SW,-118.646809,36.725172,1.9,1783, ,WPT 880,Conifer  PICO thicket,mixed conifer,2016_Late,0,743, , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3352,1943,7/22/2016 0:00,0:00,P2-3, , ,100,5,SE,SW,-118.646789,36.725172,1.6,1783, ,WPT 880,Conifer  PICO thicket,mixed conifer,2016_Late,0,744, , , , , , ,4,4,344.4039917,-4,25,4.4843202,2188.919922,1985,2,2,26
3353,5470,7/25/2017 0:00,,P2-3, , ,0,-5,SE,SW,-118.64697,36.725353,12.98,1783,[No GPS Lock],under CECO,Conifer  PICO thicket,mixed conifer,2017_Late,1323,0,0,1.3213,1.0073,7.177,CD659 12cm rods, ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
3356,5471,7/25/2017 0:00,,P2-3,-118.64696,36.725353,0,5,SE,SW,-118.64695,36.725353,9.68,3255,ZONE 00053,WPT 881,Conifer  PICO thicket,mixed conifer,2017_Late,1173,36.72534,-118.64703,1.2614,1.0132,5.7166,CD659 12cm rods, ,4,4,339.3829956,-4,59,4.0043502,2186.969971,1985,2,2,26
