FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_veg,2014_veg,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year,Fire_Num,Fire_Max_Sev,SubSite
307,91,5/31/2016 0:00,15:11,127, , ,50,100,E,N,-118.680034,36.715617,8.91,1329,ZONE 00112,8.91,Conifer  Shrub understory,mixed conifer,2016_Early,2782, , , , , , , ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
323,92,5/31/2016 0:00,15:14,127, , ,75,0,E,N,-118.679693,36.715367,10.35,1783,ZONE 00074,shrub,Conifer  Shrub understory,mixed conifer,2016_Early,2795, , , , , , , ,1,4,139.8300018,9,2,2.6582999,2383.030029,2003,3,2,4
321,93,5/31/2016 0:00,15:15,127, , ,75,25,E,N,-118.679759,36.715441,12.78,1783,ZONE 00074,shrub,Conifer  Shrub understory,mixed conifer,2016_Early,2796, , , , , , , ,1,4,129.6750031,8,1,3.1134801,2383.699951,2003,3,2,4
318,94,5/31/2016 0:00,15:08,127, , ,75,50,E,N,-118.679826,36.715515,11.21,1783,ZONE 00074,11.21,Conifer  Shrub understory,mixed conifer,2016_Early,2792, , , , , , , ,1,4,117.4319992,7,0,3.9570301,2384.610107,2003,3,2,4
315,95,5/31/2016 0:00,15:25,127, , ,75,75,E,N,-118.679893,36.715589,7.04,1329,ZONE 00112,shrub,Conifer  Shrub understory,mixed conifer,2016_Early,2792, , , , , , , ,1,4,99.7377014,6,4,3.3478,2384.860107,2003,3,2,4
311,96,5/31/2016 0:00,15:23,127, , ,75,100,E,N,-118.67996,36.715663,9.950001,1329,ZONE 00112,9.950001,Conifer  Shrub understory,mixed conifer,2016_Early,2790, , , , , , , ,1,4,75.2729034,5,1,3.3191099,2385.370117,2003,3,2,4
325,97,5/31/2016 0:00,15:12,127, , ,100,0,E,N,-118.679592,36.715385,5.63,1783,ZONE 00074,shrub; WPT 680,Conifer  Shrub understory,mixed conifer,2016_Early,2794, , , , , , , ,1,4,128.2630005,9,2,2.23244,2382.979981,2003,3,2,4
324,98,5/31/2016 0:00,15:07,127, , ,100,25,E,N,-118.679665,36.715466,13.8,1783,ZONE 00074,13.8,Conifer  Shrub understory,mixed conifer,2016_Early,2791, , , , , , , ,1,4,129.9440002,8,1,2.7416301,2383.580078,2003,3,2,4
322,99,5/31/2016 0:00,,127, , ,100,50,E,N,-118.679739,36.715547,11.1,1783, ,11.1,Conifer  Shrub understory,mixed conifer,2016_Early,0, , , , , , , ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
319,100,5/31/2016 0:00,15:27,127, , ,100,75,E,N,-118.679812,36.715627,10.41,1329,ZONE 00112,shrub,Conifer  Shrub understory,mixed conifer,2016_Early,2793, , , , , , , ,1,4,108.2440033,7,0,2.7493,2384.300049,2003,3,2,4
316,101,5/31/2016 0:00,15:24,127, , ,100,100,E,N,-118.679886,36.715708,10.02,1329,ZONE 00112,WPT 683,Conifer  Shrub understory,mixed conifer,2016_Early,2791, , , , , , , ,4,4,79.910202,5,2,2.9806499,2384.830078,2003,3,2,4
330,1275,7/25/2016 0:00,17:03,127, , ,0,0,N,E,-118.680009,36.715383,0,1329,[No GPS Lock],WPT 973; no shrub,Conifer  Shrub understory,mixed conifer,2016_Late,4129,76, , , , , , ,1,4,117.935997,7,15,4.87745,2385.709961,2003,3,2,4
329,1280,7/25/2016 0:00,17:03,127, , ,0,25,N,E,-118.68003,36.715446,1.06,1329,[No GPS Lock],1.06,Conifer  Shrub understory,mixed conifer,2016_Late,4130,81, , , , , , ,1,4,117.935997,7,15,4.87745,2385.709961,2003,3,2,4
328,1285,7/25/2016 0:00,0:00,127, , ,0,50,N,E,-118.680051,36.715508,1.4,1783, ,1.4,Conifer  Shrub understory,mixed conifer,2016_Late,0,86, , , , , , ,1,4,106.5469971,6,0,4.0078001,2386.01001,2003,3,2,4
327,1290,7/25/2016 0:00,0:00,127, , ,0,75,N,E,-118.680072,36.71557,0.1,1783, ,0.1,Conifer  Shrub understory,mixed conifer,2016_Late,0,91, , , , , , ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
326,1295,7/25/2016 0:00,0:00,127, , ,0,100,N,E,-118.680093,36.715633,0.5,1783, ,WPT 975,Conifer  Shrub understory,mixed conifer,2016_Late,0,96, , , , , , ,1,4,84.0939026,5,1,3.66062,2386.73999,2003,3,2,4
335,1276,7/25/2016 0:00,17:02,127, , ,25,0,N,E,-118.679939,36.715414,0.48,1329,[No GPS Lock],0.48,Conifer  Shrub understory,mixed conifer,2016_Late,4128,77, , , , , , ,1,4,121.5759964,7,1,4.8707199,2384.919922,2003,3,2,4
334,1281,7/25/2016 0:00,17:04,127, , ,25,25,N,E,-118.679955,36.71547,0.93,1329,[No GPS Lock],0.93,Conifer  Shrub understory,mixed conifer,2016_Late,4131,82, , , , , , ,1,4,112.060997,7,0,4.2217302,2385.330078,2003,3,2,4
333,1286,7/25/2016 0:00,0:00,127, , ,25,50,N,E,-118.679971,36.715527,1.3,1783, ,1.3,Conifer  Shrub understory,mixed conifer,2016_Late,0,87, , , , , , ,1,4,112.060997,7,0,4.2217302,2385.330078,2003,3,2,4
332,1291,7/25/2016 0:00,0:00,127, , ,25,75,N,E,-118.679987,36.715583,2.3,1783, ,2.3,Conifer  Shrub understory,mixed conifer,2016_Late,0,92, , , , , , ,1,4,93.2934036,6,3,3.5345299,2385.5,2003,3,2,4
331,1296,7/25/2016 0:00,0:00,127, , ,25,100,N,E,-118.680004,36.71564,0.9,1783, ,0.9,Conifer  Shrub understory,mixed conifer,2016_Late,0,97, , , , , , ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
340,1277,7/25/2016 0:00,17:01,127, , ,50,0,N,E,-118.679868,36.715444,1.32,1329,[No GPS Lock],1.32,Conifer  Shrub understory,mixed conifer,2016_Late,4127,78, , , , , , ,1,4,125.538002,8,1,4.1157298,2384.139893,2003,3,2,4
339,1282,7/25/2016 0:00,17:05,127, , ,50,25,N,E,-118.67988,36.715495,1.92,1329,[No GPS Lock],1.92,Conifer  Shrub understory,mixed conifer,2016_Late,4132,83, , , , , , ,1,4,117.4319992,7,0,3.9570301,2384.610107,2003,3,2,4
338,1287,7/25/2016 0:00,0:00,127, , ,50,50,N,E,-118.679891,36.715546,0.9,1783, ,no shrub,Conifer  Shrub understory,mixed conifer,2016_Late,0,88, , , , , , ,1,4,117.4319992,7,0,3.9570301,2384.610107,2003,3,2,4
337,1292,7/25/2016 0:00,0:00,127, , ,50,75,N,E,-118.679903,36.715596,1.6,1783, ,1.6,Conifer  Shrub understory,mixed conifer,2016_Late,0,93, , , , , , ,1,4,99.7377014,6,4,3.3478,2384.860107,2003,3,2,4
336,1297,7/25/2016 0:00,0:00,127, , ,50,100,N,E,-118.679914,36.715647,1.5,1783, ,1.5,Conifer  Shrub understory,mixed conifer,2016_Late,0,98, , , , , , ,1,4,93.2934036,6,3,3.5345299,2385.5,2003,3,2,4
345,1278,7/25/2016 0:00,17:01,127, , ,75,0,N,E,-118.679798,36.715475,1.48,1329,[No GPS Lock],1.48,Conifer  Shrub understory,mixed conifer,2016_Late,4126,79, , , , , , ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
344,1283,7/25/2016 0:00,17:06,127, , ,75,25,N,E,-118.679804,36.71552,1.32,1329,[No GPS Lock],1.32,Conifer  Shrub understory,mixed conifer,2016_Late,4133,84, , , , , , ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
343,1288,7/25/2016 0:00,0:00,127, , ,75,50,N,E,-118.679811,36.715565,1.1,1783, ,1.1,Conifer  Shrub understory,mixed conifer,2016_Late,0,89, , , , , , ,1,4,108.2440033,7,0,2.7493,2384.300049,2003,3,2,4
342,1293,7/25/2016 0:00,0:00,127, , ,75,75,N,E,-118.679818,36.715609,0.7,1783, ,0.7,Conifer  Shrub understory,mixed conifer,2016_Late,0,94, , , , , , ,1,4,99.7377014,6,4,3.3478,2384.860107,2003,3,2,4
341,1298,7/25/2016 0:00,0:00,127, , ,75,100,N,E,-118.679825,36.715654,1.8,1783, ,1.8,Conifer  Shrub understory,mixed conifer,2016_Late,0,99, , , , , , ,1,4,79.910202,5,2,2.9806499,2384.830078,2003,3,2,4
350,1279,7/25/2016 0:00,17:00,127, , ,100,0,N,E,-118.679727,36.715506,0.9,1329,[No GPS Lock],WPT 972,Conifer  Shrub understory,mixed conifer,2016_Late,4125,80, , , , , , ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
349,1284,7/25/2016 0:00,17:06,127, , ,100,25,N,E,-118.679729,36.715545,0.13,1329,[No GPS Lock],no shrub,Conifer  Shrub understory,mixed conifer,2016_Late,4134,85, , , , , , ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
348,1289,7/25/2016 0:00,0:00,127, , ,100,50,N,E,-118.679732,36.715584,1.9,1783, ,1.9,Conifer  Shrub understory,mixed conifer,2016_Late,0,90, , , , , , ,1,4,108.2440033,7,0,2.7493,2384.300049,2003,3,2,4
347,1294,7/25/2016 0:00,0:00,127, , ,100,75,N,E,-118.679734,36.715622,1.3,1783, ,1.3,Conifer  Shrub understory,mixed conifer,2016_Late,0,95, , , , , , ,1,4,108.2440033,7,0,2.7493,2384.300049,2003,3,2,4
346,1299,7/25/2016 0:00,0:00,127, , ,100,100,N,E,-118.679736,36.715661,1.5,1783, ,WPT 974,Conifer  Shrub understory,mixed conifer,2016_Late,0,100, , , , , , ,1,4,84.6353989,6,3,2.3952401,2384.350098,2003,3,2,4
355,3075,6/29/2017 0:00,,127,-118.680009,36.715383,0,0,ENE,NNW,-118.680009,36.715383,1.59,3255,ZONE 00036,WPT 973 in GPS 62; under ARPA,Conifer  Shrub understory,mixed conifer,2017_Early,646,36.71538,-118.68002,1.1122,1.001,2.471,CD659 12cm rods, ,1,4,117.935997,7,15,4.87745,2385.709961,2003,3,2,4
354,3076,6/29/2017 0:00,,127, , ,0,25,ENE,NNW,-118.68003,36.715446,1.58,3255,ZONE 00036,1.58,Conifer  Shrub understory,mixed conifer,2017_Early,637,36.71543,-118.68002,1.1122,1.0012,2.4704,CD659 12cm rods, ,1,4,117.935997,7,15,4.87745,2385.709961,2003,3,2,4
353,3077,6/29/2017 0:00,,127, , ,0,50,ENE,NNW,-118.680051,36.715508,3.14,3255,ZONE 00036,3.14,Conifer  Shrub understory,mixed conifer,2017_Early,636,36.71554,-118.68005,1.1438,1.0008,3.063,CD659 12cm rods, ,1,4,106.5469971,6,0,4.0078001,2386.01001,2003,3,2,4
352,3078,6/29/2017 0:00,,127, , ,0,75,ENE,NNW,-118.680072,36.71557,3.16,1329,[No GPS Lock],3.16,Conifer  Shrub understory,mixed conifer,2017_Early,1036,0,0,1.1461,1.0014,3.0721,CD659 12cm rods, ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
351,3079,6/29/2017 0:00,,127,-118.680093,36.715633,0,100,ENE,NNW,-118.680093,36.715633,2.14,1329,[No GPS Lock],WPT 975 in GPS 62,Conifer  Shrub understory,mixed conifer,2017_Early,1037,0,0,1.1258,1.0004,2.6812,CD659 12cm rods, ,1,4,84.0939026,5,1,3.66062,2386.73999,2003,3,2,4
360,3080,6/29/2017 0:00,,127, , ,25,0,ENE,NNW,-118.67992,36.71539,1.53,3255,ZONE 00036,1.53,Conifer  Shrub understory,mixed conifer,2017_Early,645,36.7154,-118.67983,1.1111,1.0016,2.4488,CD659 12cm rods, ,1,4,121.5759964,7,1,4.8707199,2384.919922,2003,3,2,4
359,3081,6/29/2017 0:00,,127, , ,25,25,ENE,NNW,-118.679941,36.715452,2.45,3255,ZONE 00036,under ARPA,Conifer  Shrub understory,mixed conifer,2017_Early,638,36.71544,-118.67999,1.1303,1.0025,2.7975,CD659 12cm rods, ,1,4,121.5759964,7,1,4.8707199,2384.919922,2003,3,2,4
358,3082,6/29/2017 0:00,,127, , ,25,50,ENE,NNW,-118.679962,36.715515,3.31,3255,ZONE 00036,3.31,Conifer  Shrub understory,mixed conifer,2017_Early,635,36.71554,-118.67995,1.1472,1.0015,3.1276,CD659 12cm rods, ,1,4,112.060997,7,0,4.2217302,2385.330078,2003,3,2,4
357,3083,6/29/2017 0:00,,127, , ,25,75,ENE,NNW,-118.679983,36.715578,2.92,1329,[No GPS Lock],2.92,Conifer  Shrub understory,mixed conifer,2017_Early,1035,0,0,1.1416,1.0024,2.9795,CD659 12cm rods, ,1,4,93.2934036,6,3,3.5345299,2385.5,2003,3,2,4
356,3084,6/29/2017 0:00,,127, , ,25,100,ENE,NNW,-118.680004,36.71564,2.25,1329,[No GPS Lock],bare,Conifer  Shrub understory,mixed conifer,2017_Early,1038,0,0,1.128,1.0007,2.7228,CD659 12cm rods, ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
365,3085,6/29/2017 0:00,,127, , ,50,0,ENE,NNW,-118.67983,36.715397,2.3,3255,ZONE 00036,2.3,Conifer  Shrub understory,mixed conifer,2017_Early,644,36.7154,-118.67983,1.1269,1.0006,2.7402,CD659 12cm rods, ,1,4,125.538002,8,1,4.1157298,2384.139893,2003,3,2,4
364,3086,6/29/2017 0:00,,127, , ,50,25,ENE,NNW,-118.679851,36.71546,2.45,3255,ZONE 00036,2.45,Conifer  Shrub understory,mixed conifer,2017_Early,639,36.71545,-118.67992,1.1303,1.0016,2.8003,CD659 12cm rods, ,1,4,125.538002,8,1,4.1157298,2384.139893,2003,3,2,4
363,3087,6/29/2017 0:00,,127, , ,50,50,ENE,NNW,-118.679873,36.715522,3.08,3255,ZONE 00036,3.08,Conifer  Shrub understory,mixed conifer,2017_Early,634,36.71553,-118.67986,1.1427,1.0012,3.0397,CD659 12cm rods, ,1,4,117.4319992,7,0,3.9570301,2384.610107,2003,3,2,4
362,3088,6/29/2017 0:00,,127, , ,50,75,ENE,NNW,-118.679894,36.715584,4.99,1329,[No GPS Lock],4.99,Conifer  Shrub understory,mixed conifer,2017_Early,1034,0,0,1.1811,1.009,3.7844,CD659 12cm rods, ,1,4,99.7377014,6,4,3.3478,2384.860107,2003,3,2,4
361,3089,6/29/2017 0:00,,127, , ,50,100,ENE,NNW,-118.679914,36.715647,3.27,1329,[No GPS Lock],under a few inches CWD,Conifer  Shrub understory,mixed conifer,2017_Early,1039,0,0,1.1484,1.0027,3.1136,CD659 12cm rods, ,1,4,93.2934036,6,3,3.5345299,2385.5,2003,3,2,4
370,3090,6/29/2017 0:00,,127, , ,75,0,ENE,NNW,-118.679741,36.715404,2.62,3255,ZONE 00036,2.62,Conifer  Shrub understory,mixed conifer,2017_Early,643,36.71538,-118.67974,1.1337,1.0018,2.8637,CD659 12cm rods, ,1,4,129.6750031,8,1,3.1134801,2383.699951,2003,3,2,4
369,3091,6/29/2017 0:00,,127, , ,75,25,ENE,NNW,-118.679762,36.715466,2.96,3255,ZONE 00036,"under 1"""" duff",Conifer  Shrub understory,mixed conifer,2017_Early,640,36.71549,-118.67986,1.1405,1.0019,2.9937,CD659 12cm rods, ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
368,3092,6/29/2017 0:00,,127, , ,75,50,ENE,NNW,-118.679783,36.715529,3.54,3255,ZONE 00036,bare,Conifer  Shrub understory,mixed conifer,2017_Early,633,36.71552,-118.67975,1.1518,1.0012,3.2182,CD659 12cm rods, ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
367,3093,6/29/2017 0:00,,127, , ,75,75,ENE,NNW,-118.679804,36.715592,2.98,1329,[No GPS Lock],under CECO,Conifer  Shrub understory,mixed conifer,2017_Early,1033,0,0,1.1427,1.0025,3.0014,CD659 12cm rods, ,1,4,108.2440033,7,0,2.7493,2384.300049,2003,3,2,4
366,3094,6/29/2017 0:00,,127, , ,75,100,ENE,NNW,-118.679825,36.715654,3.39,1329,[No GPS Lock],3.39,Conifer  Shrub understory,mixed conifer,2017_Early,1040,0,0,1.1506,1.0023,3.1602,CD659 12cm rods, ,1,4,79.910202,5,2,2.9806499,2384.830078,2003,3,2,4
375,3095,6/29/2017 0:00,,127,-118.679727,36.715506,100,0,ENE,NNW,-118.679652,36.715411,0.95,3255,ZONE 00036,WPT 972 in GPS 62,Conifer  Shrub understory,mixed conifer,2017_Early,642,36.7154,-118.67973,1.0986,1.0011,2.2341,CD659 12cm rods, ,1,4,129.5059967,9,6,2.5390201,2383.280029,2003,3,2,4
374,3096,6/29/2017 0:00,,127, , ,100,25,ENE,NNW,-118.679673,36.715474,1.81,3255,ZONE 00036,1.81,Conifer  Shrub understory,mixed conifer,2017_Early,641,36.71548,-118.67972,1.1167,1.0004,2.554,CD659 12cm rods, ,1,4,129.9440002,8,1,2.7416301,2383.580078,2003,3,2,4
373,3097,6/29/2017 0:00,,127, , ,100,50,ENE,NNW,-118.679694,36.715536,3.59,3255,ZONE 00036,under CECO,Conifer  Shrub understory,mixed conifer,2017_Early,632,36.71553,-118.67969,1.1529,1.0023,3.2377,CD659 12cm rods, ,1,4,129.9440002,8,1,2.7416301,2383.580078,2003,3,2,4
372,3098,6/29/2017 0:00,,127, , ,100,75,ENE,NNW,-118.679715,36.715598,3.1,1329,[No GPS Lock],under CECO,Conifer  Shrub understory,mixed conifer,2017_Early,1032,0,0,1.145,1.0022,3.0472,CD659 12cm rods, ,1,4,115.3089981,7,0,2.2959099,2383.939941,2003,3,2,4
371,3099,6/29/2017 0:00,,127,-118.679736,36.715661,100,100,ENE,NNW,-118.679736,36.715661,2.7,1329,[No GPS Lock],WPT 974 in GPS 62,Conifer  Shrub understory,mixed conifer,2017_Early,1041,0,0,1.1371,1.0016,2.8936,CD659 12cm rods, ,1,4,84.6353989,6,3,2.3952401,2384.350098,2003,3,2,4
380,13075,6/28/2018 0:00,,127, , ,0,0,E,N,-118.680038,36.715359,1.32,1329,ZONE 00092,1.32,Conifer  Shrub understory,mixed conifer,2018_Early,1766,36.71538,-118.67999,1.1156,1.0008,2.37,CD659 12cm rods, ,1,4,120.7850037,7,1,5.3011599,2385.149902,2003,3,2,4
379,13080,6/28/2018 0:00,,127, , ,0,25,E,N,-118.680047,36.715428,0.53,1329,ZONE 00092,0.53,Conifer  Shrub understory,mixed conifer,2018_Early,1757,36.71544,-118.68001,1.0986,1.0004,2.0773,CD659 12cm rods, ,1,4,117.935997,7,15,4.87745,2385.709961,2003,3,2,4
378,13085,6/28/2018 0:00,,127, , ,0,50,E,N,-118.680055,36.715496,1,1329,ZONE 00092,1,Conifer  Shrub understory,mixed conifer,2018_Early,1756,36.71553,-118.68002,1.1088,1.0002,2.2527,CD659 12cm rods, ,1,4,106.5469971,6,0,4.0078001,2386.01001,2003,3,2,4
377,13090,6/28/2018 0:00,,127, , ,0,75,E,N,-118.680064,36.715565,0.91,3255,ZONE 00059,0.91,Conifer  Shrub understory,mixed conifer,2018_Early,2202,36.71558,-118.68007,1.0975,1.0002,2.218,CD659 12cm rods, ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
376,13095,6/28/2018 0:00,,127,-118.680072,36.71563301,0,100,E,N,-118.680072,36.715633,1.33,3255,ZONE 00059,WPT 1288,Conifer  Shrub understory,mixed conifer,2018_Early,2201,36.71564,-118.68008,1.1065,1.0003,2.3735,CD659 12cm rods, ,1,4,88.9820023,5,2,3.5195999,2386.110107,2003,3,2,4
385,13076,6/28/2018 0:00,,127, , ,25,0,E,N,-118.679952,36.71537,1.21,1329,ZONE 00092,UNDER ARPA,Conifer  Shrub understory,mixed conifer,2018_Early,1765,36.71539,-118.67994,1.1133,1.0013,2.3282,CD659 12cm rods, ,1,4,122.5999985,8,16,4.7867999,2384.370117,2003,3,2,4
384,13081,6/28/2018 0:00,,127, , ,25,25,E,N,-118.679961,36.715438,0.89,1329,ZONE 00092,0.89,Conifer  Shrub understory,mixed conifer,2018_Early,1758,36.71543,-118.67991,1.1065,1.0008,2.2111,CD659 12cm rods, ,1,4,121.5759964,7,1,4.8707199,2384.919922,2003,3,2,4
383,13086,6/28/2018 0:00,,127, , ,25,50,E,N,-118.679969,36.715507,2.93,1329,ZONE 00092,UNDER ARPA,Conifer  Shrub understory,mixed conifer,2018_Early,1755,36.71554,-118.67997,1.1484,1.0015,2.9814,CD659 12cm rods, ,1,4,112.060997,7,0,4.2217302,2385.330078,2003,3,2,4
382,13091,6/28/2018 0:00,,127, , ,25,75,E,N,-118.679978,36.715575,1.22,3255,ZONE 00059,UNDER ARPA,Conifer  Shrub understory,mixed conifer,2018_Early,2203,36.71558,-118.68001,1.1043,1.0009,2.3319,CD659 12cm rods, ,1,4,93.2934036,6,3,3.5345299,2385.5,2003,3,2,4
381,13096,6/28/2018 0:00,,127, , ,25,100,E,N,-118.679986,36.715644,0.81,3255,ZONE 00059,0.81,Conifer  Shrub understory,mixed conifer,2018_Early,2200,36.71565,-118.67999,1.0952,1.0003,2.1793,CD659 12cm rods, ,1,4,93.2934036,6,3,3.5345299,2385.5,2003,3,2,4
390,13077,6/28/2018 0:00,,127, , ,50,0,E,N,-118.679866,36.715381,1.68,1329,ZONE 00092,1.68,Conifer  Shrub understory,mixed conifer,2018_Early,1764,36.71537,-118.67986,1.1235,1.0024,2.5076,CD659 12cm rods, ,1,4,125.538002,8,1,4.1157298,2384.139893,2003,3,2,4
389,13082,6/28/2018 0:00,,127, , ,50,25,E,N,-118.679874,36.715449,0.95,1329,ZONE 00092,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,1759,36.71545,-118.67982,1.1077,1.0007,2.2313,CD659 12cm rods, ,1,4,125.538002,8,1,4.1157298,2384.139893,2003,3,2,4
388,13087,6/28/2018 0:00,,127, , ,50,50,E,N,-118.679883,36.715518,2.03,1329,ZONE 00092,2.03,Conifer  Shrub understory,mixed conifer,2018_Early,1754,36.71555,-118.67988,1.1303,1.0011,2.637,CD659 12cm rods, ,1,4,117.4319992,7,0,3.9570301,2384.610107,2003,3,2,4
387,13092,6/28/2018 0:00,,127, , ,50,75,E,N,-118.679891,36.715586,1.89,3255,ZONE 00059,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,2204,36.71559,-118.67988,1.119,1.0027,2.5873,CD659 12cm rods, ,1,4,99.7377014,6,4,3.3478,2384.860107,2003,3,2,4
386,13097,6/28/2018 0:00,,127, , ,50,100,E,N,-118.6799,36.715655,1.37,3255,ZONE 00059,1.37,Conifer  Shrub understory,mixed conifer,2018_Early,2199,36.71568,-118.6799,1.1077,1.001,2.391,CD659 12cm rods, ,1,4,79.910202,5,2,2.9806499,2384.830078,2003,3,2,4
395,13078,6/28/2018 0:00,,127, , ,75,0,E,N,-118.67978,36.715391,0,1329,ZONE 00092,0,Conifer  Shrub understory,mixed conifer,2018_Early,1763,36.71538,-118.67977,1.0749,1.0002,1.6924,CD659 12cm rods, ,1,4,129.6750031,8,1,3.1134801,2383.699951,2003,3,2,4
394,13083,6/28/2018 0:00,,127, , ,75,25,E,N,-118.679789,36.71546,1.53,1329,ZONE 00092,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,1760,36.71546,-118.67976,1.1201,1.0013,2.4497,CD659 12cm rods, ,1,4,129.6750031,8,1,3.1134801,2383.699951,2003,3,2,4
393,13088,6/28/2018 0:00,,127, , ,75,50,E,N,-118.679797,36.715528,0.9,1329,ZONE 00092,0.9,Conifer  Shrub understory,mixed conifer,2018_Early,1753,36.71553,-118.67979,1.1065,1.0004,2.2126,CD659 12cm rods, ,1,4,124.0149994,7,5,3.21524,2384.02002,2003,3,2,4
392,13093,6/28/2018 0:00,,127, , ,75,75,E,N,-118.679806,36.715597,0.98,3255,ZONE 00059,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,2205,36.71557,-118.67981,1.0998,1.004,2.243,CD659 12cm rods, ,1,4,108.2440033,7,0,2.7493,2384.300049,2003,3,2,4
391,13098,6/28/2018 0:00,,127, , ,75,100,E,N,-118.679814,36.715665,0.1,3255,ZONE 00059,0.1,Conifer  Shrub understory,mixed conifer,2018_Early,2198,36.71569,-118.67982,1.0794,1.0006,1.9178,CD659 12cm rods, ,1,4,84.6353989,6,3,2.3952401,2384.350098,2003,3,2,4
400,13079,6/28/2018 0:00,,127,-118.679694,36.71540201,100,0,E,N,-118.679694,36.715402,0.28,1329,ZONE 00092,UNDER CECO; WPT 1289,Conifer  Shrub understory,mixed conifer,2018_Early,1762,36.71542,-118.6797,1.093,1.0004,1.9826,CD659 12cm rods, ,1,4,129.5059967,9,6,2.5390201,2383.280029,2003,3,2,4
399,13084,6/28/2018 0:00,,127, , ,100,25,E,N,-118.679703,36.715471,0.03,1329,ZONE 00092,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,1761,36.7155,-118.6797,1.0873,1.0003,1.8902,CD659 12cm rods, ,1,4,129.9440002,8,1,2.7416301,2383.580078,2003,3,2,4
398,13089,6/28/2018 0:00,,127, , ,100,50,E,N,-118.679711,36.715539,2.19,1329,ZONE 00092,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,1752,36.71553,-118.6797,1.1337,1.0012,2.7,CD659 12cm rods, ,1,4,129.9440002,8,1,2.7416301,2383.580078,2003,3,2,4
397,13094,6/28/2018 0:00,,127, , ,100,75,E,N,-118.67972,36.715608,1.21,3255,ZONE 00059,UNDER CECO,Conifer  Shrub understory,mixed conifer,2018_Early,2206,36.71561,-118.67972,1.1043,1.0012,2.3311,CD659 12cm rods, ,1,4,115.3089981,7,0,2.2959099,2383.939941,2003,3,2,4
396,13099,6/28/2018 0:00,,127,-118.679728,36.71567601,100,100,E,N,-118.679728,36.715676,2.4,3255,ZONE 00059,WPT 1287,Conifer  Shrub understory,mixed conifer,2018_Early,2197,36.71575,-118.67976,1.1292,1.0015,2.7794,CD659 12cm rods, ,1,4,84.6353989,6,3,2.3952401,2384.350098,2003,3,2,4
421,102,5/31/2016 0:00,18:20,140, , ,0,-5,W,S,-118.686332,36.713653,55.6,1329,[No GPS Lock],flat; WPT 700,Wet Meadow,dense meadow,2016_Early,2844, , , , , , , ,4,4,187.7590027,-10,53315,5.6661401,2391.73999,2003,1,4,5
422,103,5/31/2016 0:00,,140, , ,0,5,W,S,-118.686332,36.713633,55.55,0, ,standing water,Wet Meadow,dense meadow,2016_Early,0, , , , , , , ,4,4,187.7590027,-10,53315,5.6661401,2391.73999,2003,1,4,5
419,104,5/31/2016 0:00,18:21,140, , ,10,-5,W,S,-118.68636,36.713657,55.6,1329,[No GPS Lock],flat,Wet Meadow,dense meadow,2016_Early,2845, , , , , , , ,4,4,187.7590027,-10,53315,5.6661401,2391.73999,2003,1,4,5
420,105,5/31/2016 0:00,18:21,140, , ,10,5,W,S,-118.68636,36.713637,55.55,1783,ZONE 00077,flat,Wet Meadow,dense meadow,2016_Early,2845, , , , , , , ,4,4,187.7590027,-10,53315,5.6661401,2391.73999,2003,1,4,5
417,106,5/31/2016 0:00,18:22,140, , ,20,-5,W,S,-118.686389,36.713662,55.6,1329,[No GPS Lock],flat,Wet Meadow,dense meadow,2016_Early,2846, , , , , , , ,4,4,187.7590027,-10,53315,5.6661401,2391.73999,2003,1,4,5
418,107,5/31/2016 0:00,18:21,140, , ,20,5,W,S,-118.686389,36.713642,55.55,1783,ZONE 00077,flat,Wet Meadow,dense meadow,2016_Early,2846, , , , , , , ,4,4,187.7590027,-10,53315,5.6661401,2391.73999,2003,1,4,5
