FID,MEASID,TimeStamp,Time,Site,LonBase,LatBase,Dist1__ft_,Dist2_Y,Dir1_X,Dir2_Y,LonPoint,LatPoint,Soil_Sat__,ID,Zone,Notes,Veg_Orig,Veg,Trip,Record_in,Lat_from_T,Longitude,Period___u,Attenuatio,Permittivi,Probe_Mode,F27,1973_raste,2014_raste,aspect,tpi_300m,flow_acc_d,slope_deg,Elevation,Fire_Year_,Fire_Num,Fire_Max_S,RASTERVALU
25,1224.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,100.000000000000000,100.000000000000000,N,W,-118.691586000000001,36.722569000000000,1.900000000000000,1783.000000000000000, ,WPT 964,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,25, , , , , , ,4.0000000,4.0000000,115.0559998,9,0.0000000,6.0947800,2472.1101074,2003,1,1,303.494266110000012
26,1223.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,75.000000000000000,100.000000000000000,N,W,-118.691565999999995,36.722501000000001,0.600000000000000,1783.000000000000000, ,0.6,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,24, , , , , , ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,303.289558919999990
27,1222.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,50.000000000000000,100.000000000000000,N,W,-118.691546000000002,36.722431999999998,0.000000000000000,1783.000000000000000, ,0,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,23, , , , , , ,4.0000000,4.0000000,118.0279999,8,1.0000000,6.6668501,2470.4699707,2003,1,1,303.106517750000023
28,1221.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,25.000000000000000,100.000000000000000,N,W,-118.691524999999999,36.722363999999999,0.000000000000000,1783.000000000000000, ,0,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,22, , , , , , ,4.0000000,4.0000000,114.4140015,7,3.0000000,6.4096298,2470.0000000,2003,1,1,302.966822180000008
29,1219.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,100.000000000000000,75.000000000000000,N,W,-118.691507999999999,36.722582000000003,1.700000000000000,1783.000000000000000, ,1.7,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,20, , , , , , ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,294.561142809999978
30,1220.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,0.000000000000000,100.000000000000000,N,W,-118.691505000000006,36.722296000000000,0.000000000000000,1783.000000000000000, ,WPT 965,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,21, , , , , , ,4.0000000,4.0000000,114.8909988,6,11.0000000,6.3017001,2469.5200195,2003,1,1,302.848953269999981
31,1218.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,75.000000000000000,75.000000000000000,N,W,-118.691494000000006,36.722512999999999,0.900000000000000,1783.000000000000000, ,0.9,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,19, , , , , , ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,295.152116060000026
32,1217.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,50.000000000000000,75.000000000000000,N,W,-118.691480999999996,36.722444000000003,0.300000000000000,1783.000000000000000, ,0.3,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,18, , , , , , ,4.0000000,4.0000000,119.5879974,8,1.0000000,6.2500701,2469.4499512,2003,1,1,295.765126080000016
33,1216.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,25.000000000000000,75.000000000000000,N,W,-118.691467000000003,36.722375000000000,0.300000000000000,1783.000000000000000, ,0.3,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,17, , , , , , ,4.0000000,4.0000000,116.3499985,7,6.0000000,6.1638799,2468.9199219,2003,1,1,296.389746539999976
34,1215.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,0.000000000000000,75.000000000000000,N,W,-118.691452999999996,36.722307000000001,0.100000000000000,1783.000000000000000, ,0.1,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,16, , , , , , ,4.0000000,4.0000000,114.2429962,6,0.0000000,6.1401801,2468.5300293,2003,1,1,297.046912609999993
35,1214.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,100.000000000000000,50.000000000000000,N,W,-118.691429999999997,36.722594000000001,0.900000000000000,1783.000000000000000, ,0.9,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,15, , , , , , ,4.0000000,4.0000000,96.5269012,9,3.0000000,6.1680799,2470.2800293,2003,1,1,285.604598769999996
36,1213.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,75.000000000000000,50.000000000000000,N,W,-118.691423000000000,36.722524999999997,0.100000000000000,1783.000000000000000, ,0.1,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,14, , , , , , ,4.0000000,4.0000000,110.5439987,9,0.0000000,6.1874099,2470.0100098,2003,1,1,286.994175880000000
37,1212.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,50.000000000000000,50.000000000000000,N,W,-118.691416000000004,36.722456000000001,0.000000000000000,1783.000000000000000, ,0,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,13, , , , , , ,4.0000000,4.0000000,119.5879974,8,1.0000000,6.2500701,2469.4499512,2003,1,1,288.395498809999992
38,1211.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,25.000000000000000,50.000000000000000,N,W,-118.691408999999993,36.722386000000000,0.000000000000000,1783.000000000000000, ,0,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,12, , , , , , ,4.0000000,4.0000000,116.3499985,7,6.0000000,6.1638799,2468.9199219,2003,1,1,289.807944280000015
39,1210.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,0.000000000000000,50.000000000000000,N,W,-118.691401999999997,36.722316999999997,0.500000000000000,1783.000000000000000, ,0.5,"Conifer, Mixed",mixed conifer,2016_Late,0.000000000000000,11, , , , , , ,4.0000000,4.0000000,116.3499985,7,6.0000000,6.1638799,2468.9199219,2003,1,1,291.232137190000003
40,1209.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,100.000000000000000,25.000000000000000,N,W,-118.691351999999995,36.722607000000004,0.690000000000000,1329.000000000000000,[No GPS Lock],0.69,"Conifer, Mixed",mixed conifer,2016_Late,4055.000000000000000,10, , , , , , ,4.0000000,4.0000000,96.0436020,9,4.0000000,5.9461799,2469.1999512,2003,1,1,276.689665760000025
41,1208.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,75.000000000000000,25.000000000000000,N,W,-118.691351999999995,36.722537000000003,1.430000000000000,1329.000000000000000,[No GPS Lock],1.43,"Conifer, Mixed",mixed conifer,2016_Late,4054.000000000000000,9, , , , , , ,4.0000000,4.0000000,106.0289993,9,1.0000000,5.8403602,2469.0100098,2003,1,1,278.816057989999990
42,1207.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,50.000000000000000,25.000000000000000,N,W,-118.691350999999997,36.722467000000002,0.000000000000000,1329.000000000000000,[No GPS Lock],0,"Conifer, Mixed",mixed conifer,2016_Late,4053.000000000000000,8, , , , , , ,4.0000000,4.0000000,119.1979980,8,0.0000000,6.0352001,2468.6799316,2003,1,1,281.018659819999982
43,1206.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,25.000000000000000,25.000000000000000,N,W,-118.691350999999997,36.722397000000001,0.740000000000000,1329.000000000000000,[No GPS Lock],0.74,"Conifer, Mixed",mixed conifer,2016_Late,4052.000000000000000,7, , , , , , ,4.0000000,4.0000000,119.5820007,7,9.0000000,6.1207299,2467.9099121,2003,1,1,283.211315010000021
44,1205.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,0.000000000000000,25.000000000000000,N,W,-118.691350000000000,36.722327000000000,0.000000000000000,1329.000000000000000,[No GPS Lock],0,"Conifer, Mixed",mixed conifer,2016_Late,4051.000000000000000,6, , , , , , ,4.0000000,4.0000000,119.5820007,7,9.0000000,6.1207299,2467.9099121,2003,1,1,285.404627010000013
45,1200.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,0.000000000000000,0.000000000000000,N,W,-118.691299000000001,36.722338000000001,0.000000000000000,1329.000000000000000,[No GPS Lock],WPT 963,"Conifer, Mixed",mixed conifer,2016_Late,4050.000000000000000,1, , , , , , ,4.0000000,4.0000000,119.5820007,7,9.0000000,6.1207299,2467.9099121,2003,1,1,279.564382050000006
46,1201.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,25.000000000000000,0.000000000000000,N,W,-118.691293000000002,36.722408999999999,0.280000000000000,1329.000000000000000,[No GPS Lock],0.28,"Conifer, Mixed",mixed conifer,2016_Late,4049.000000000000000,2, , , , , , ,4.0000000,4.0000000,114.6900024,8,0.0000000,6.2963600,2467.6599121,2003,1,1,276.599552700000004
47,1202.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,50.000000000000000,0.000000000000000,N,W,-118.691287000000003,36.722479000000000,0.000000000000000,1329.000000000000000,[No GPS Lock],0,"Conifer, Mixed",mixed conifer,2016_Late,4048.000000000000000,3, , , , , , ,4.0000000,4.0000000,114.6900024,8,0.0000000,6.2963600,2467.6599121,2003,1,1,273.613573089999988
48,1203.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,75.000000000000000,0.000000000000000,N,W,-118.691280000000006,36.722549000000001,0.000000000000000,1329.000000000000000,[No GPS Lock],0,"Conifer, Mixed",mixed conifer,2016_Late,4047.000000000000000,4, , , , , , ,4.0000000,4.0000000,102.6309967,8,2.0000000,6.1148000,2467.9399414,2003,1,1,270.628068960000007
49,1204.000000000000000,7/25/2016 0:00:00,12/30/1899 0:00:00,53.000000000000000, , ,100.000000000000000,0.000000000000000,N,W,-118.691274000000007,36.722619999999999,1.960000000000000,1329.000000000000000,[No GPS Lock],WPT 962; root ball,"Conifer, Mixed",mixed conifer,2016_Late,4046.000000000000000,5, , , , , , ,4.0000000,4.0000000,95.8125000,9,5.0000000,5.9922600,2468.1201172,2003,1,1,267.963932339999985
50,3024.000000000000000,6/30/2017 0:00:00,,53.000000000000000,-118.691586,36.722569,100.000000000000000,100.000000000000000,NW,SW,-118.691586000000001,36.722569000000000,0.000000000000000,0.000000000000000, ,"WPT 964, rock","Conifer, Mixed",mixed conifer,2017_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,115.0559998,9,0.0000000,6.0947800,2472.1101074,2003,1,1,303.494266110000012
51,3019.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,75.000000000000000,100.000000000000000,NW,SW,-118.691565999999995,36.722501000000001,1.110000000000000,3255.000000000000000,ZONE 00043,1.11,"Conifer, Mixed",mixed conifer,2017_Early,752.000000000000000,36.72249,-118.69166,1.102,1.0008,2.2931,CD659 12cm rods, ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,303.289558919999990
52,3014.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,50.000000000000000,100.000000000000000,NW,SW,-118.691546000000002,36.722431999999998,0.700000000000000,3255.000000000000000, ,0.7,"Conifer, Mixed",mixed conifer,2017_Early,0.000000000000000, , , , , , , ,4.0000000,4.0000000,118.0279999,8,1.0000000,6.6668501,2470.4699707,2003,1,1,303.106517750000023
53,3009.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,25.000000000000000,100.000000000000000,NW,SW,-118.691524999999999,36.722363999999999,0.650000000000000,3255.000000000000000,ZONE 00043,0.65,"Conifer, Mixed",mixed conifer,2017_Early,753.000000000000000,36.72242,-118.69162,1.0919,1.0004,2.1218,CD659 12cm rods, ,4.0000000,4.0000000,114.4140015,7,3.0000000,6.4096298,2470.0000000,2003,1,1,302.966822180000008
54,3023.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,100.000000000000000,75.000000000000000,NW,SW,-118.691507999999999,36.722582000000003,2.120000000000000,3255.000000000000000,ZONE 00043,2.12,"Conifer, Mixed",mixed conifer,2017_Early,747.000000000000000,36.72259,-118.69158,1.1235,1.0025,2.671,CD659 12cm rods, ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,294.561142809999978
55,3004.000000000000000,6/30/2017 0:00:00,,53.000000000000000,-118.691505,36.722296,0.000000000000000,100.000000000000000,NW,SW,-118.691505000000006,36.722296000000000,0.250000000000000,3255.000000000000000,ZONE 00043,WPT 965,"Conifer, Mixed",mixed conifer,2017_Early,754.000000000000000,36.72224,-118.69151,1.0828,1.0001,1.9743,CD659 12cm rods, ,4.0000000,4.0000000,114.8909988,6,11.0000000,6.3017001,2469.5200195,2003,1,1,302.848953269999981
56,3018.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,75.000000000000000,75.000000000000000,NW,SW,-118.691494000000006,36.722512999999999,0.950000000000000,3255.000000000000000,ZONE 00043,0.95,"Conifer, Mixed",mixed conifer,2017_Early,748.000000000000000,36.72254,-118.6916,1.0986,1.0012,2.2336,CD659 12cm rods, ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,295.152116060000026
57,3013.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,50.000000000000000,75.000000000000000,NW,SW,-118.691480999999996,36.722444000000003,2.360000000000000,3255.000000000000000,ZONE 00043,under bush,"Conifer, Mixed",mixed conifer,2017_Early,749.000000000000000,36.72245,-118.69154,1.1292,1.0064,2.7635,CD659 12cm rods, ,4.0000000,4.0000000,119.5879974,8,1.0000000,6.2500701,2469.4499512,2003,1,1,295.765126080000016
58,3008.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,25.000000000000000,75.000000000000000,NW,SW,-118.691467000000003,36.722375000000000,1.690000000000000,3255.000000000000000,ZONE 00043,1.69,"Conifer, Mixed",mixed conifer,2017_Early,750.000000000000000,36.72239,-118.69154,1.1145,1.0015,2.5099,CD659 12cm rods, ,4.0000000,4.0000000,116.3499985,7,6.0000000,6.1638799,2468.9199219,2003,1,1,296.389746539999976
59,3003.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,0.000000000000000,75.000000000000000,NW,SW,-118.691452999999996,36.722307000000001,1.110000000000000,3255.000000000000000,ZONE 00043,1.11,"Conifer, Mixed",mixed conifer,2017_Early,751.000000000000000,36.72228,-118.69153,1.102,1.0007,2.2935,CD659 12cm rods, ,4.0000000,4.0000000,114.2429962,6,0.0000000,6.1401801,2468.5300293,2003,1,1,297.046912609999993
60,3022.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,100.000000000000000,50.000000000000000,NW,SW,-118.691429999999997,36.722594000000001,2.940000000000000,1329.000000000000000,[No GPS Lock],2.94,"Conifer, Mixed",mixed conifer,2017_Early,1144.000000000000000,0,0,1.1416,1.0008,2.9844,CD659 12cm rods, ,4.0000000,4.0000000,96.5269012,9,3.0000000,6.1680799,2470.2800293,2003,1,1,285.604598769999996
61,3017.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,75.000000000000000,50.000000000000000,NW,SW,-118.691423000000000,36.722524999999997,2.760000000000000,1329.000000000000000,[No GPS Lock],litter,"Conifer, Mixed",mixed conifer,2017_Early,1145.000000000000000,0,0,1.1382,1.0012,2.9167,CD659 12cm rods, ,4.0000000,4.0000000,110.5439987,9,0.0000000,6.1874099,2470.0100098,2003,1,1,286.994175880000000
62,3012.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,50.000000000000000,50.000000000000000,NW,SW,-118.691416000000004,36.722456000000001,0.000000000000000,1329.000000000000000,[No GPS Lock],0,"Conifer, Mixed",mixed conifer,2017_Early,1146.000000000000000,0,0,1.0659,1.0002,1.655,CD659 12cm rods, ,4.0000000,4.0000000,119.5879974,8,1.0000000,6.2500701,2469.4499512,2003,1,1,288.395498809999992
63,3007.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,25.000000000000000,50.000000000000000,NW,SW,-118.691408999999993,36.722386000000000,3.750000000000000,1329.000000000000000,[No GPS Lock],duff,"Conifer, Mixed",mixed conifer,2017_Early,1147.000000000000000,0,0,1.1574,1.0017,3.3004,CD659 12cm rods, ,4.0000000,4.0000000,116.3499985,7,6.0000000,6.1638799,2468.9199219,2003,1,1,289.807944280000015
64,3002.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,0.000000000000000,50.000000000000000,NW,SW,-118.691401999999997,36.722316999999997,0.840000000000000,1329.000000000000000,[No GPS Lock],0.84,"Conifer, Mixed",mixed conifer,2017_Early,1148.000000000000000,0,0,1.0986,1.0004,2.1913,CD659 12cm rods, ,4.0000000,4.0000000,116.3499985,7,6.0000000,6.1638799,2468.9199219,2003,1,1,291.232137190000003
65,3021.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,100.000000000000000,25.000000000000000,NW,SW,-118.691351999999995,36.722607000000004,3.180000000000000,3255.000000000000000,ZONE 00043,3.18,"Conifer, Mixed",mixed conifer,2017_Early,746.000000000000000,36.72261,-118.69141,1.145,1.0029,3.0789,CD659 12cm rods, ,4.0000000,4.0000000,96.0436020,9,4.0000000,5.9461799,2469.1999512,2003,1,1,276.689665760000025
66,3016.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,75.000000000000000,25.000000000000000,NW,SW,-118.691351999999995,36.722537000000003,2.460000000000000,3255.000000000000000,ZONE 00043,2.46,"Conifer, Mixed",mixed conifer,2017_Early,745.000000000000000,36.72253,-118.69145,1.1303,1.0007,2.8033,CD659 12cm rods, ,4.0000000,4.0000000,106.0289993,9,1.0000000,5.8403602,2469.0100098,2003,1,1,278.816057989999990
67,3011.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,50.000000000000000,25.000000000000000,NW,SW,-118.691350999999997,36.722467000000002,1.270000000000000,3255.000000000000000,ZONE 00043,1.27,"Conifer, Mixed",mixed conifer,2017_Early,744.000000000000000,36.72247,-118.69142,1.1054,1.0004,2.3535,CD659 12cm rods, ,4.0000000,4.0000000,119.1979980,8,0.0000000,6.0352001,2468.6799316,2003,1,1,281.018659819999982
68,3006.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,25.000000000000000,25.000000000000000,NW,SW,-118.691350999999997,36.722397000000001,1.950000000000000,3255.000000000000000,ZONE 00043,CECO,"Conifer, Mixed",mixed conifer,2017_Early,743.000000000000000,36.72241,-118.69138,1.1201,1.0027,2.6079,CD659 12cm rods, ,4.0000000,4.0000000,119.5820007,7,9.0000000,6.1207299,2467.9099121,2003,1,1,283.211315010000021
69,3001.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,0.000000000000000,25.000000000000000,NW,SW,-118.691350000000000,36.722327000000000,1.590000000000000,3255.000000000000000,ZONE 00043,1.59,"Conifer, Mixed",mixed conifer,2017_Early,741.000000000000000,36.72235,-118.69143,1.1122,1.0004,2.4731,CD659 12cm rods, ,4.0000000,4.0000000,119.5820007,7,9.0000000,6.1207299,2467.9099121,2003,1,1,285.404627010000013
70,3000.000000000000000,6/30/2017 0:00:00,,53.000000000000000,-118.691299,36.722338,0.000000000000000,0.000000000000000,NW,SW,-118.691299000000001,36.722338000000001,3.470000000000000,1329.000000000000000,[No GPS Lock],WPT 963,"Conifer, Mixed",mixed conifer,2017_Early,1139.000000000000000,0,0,1.1518,1.0004,3.189,CD659 12cm rods, ,4.0000000,4.0000000,119.5820007,7,9.0000000,6.1207299,2467.9099121,2003,1,1,279.564382050000006
71,3005.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,25.000000000000000,0.000000000000000,NW,SW,-118.691293000000002,36.722408999999999,2.200000000000000,1329.000000000000000,[No GPS Lock],2.2,"Conifer, Mixed",mixed conifer,2017_Early,1140.000000000000000,0,0,1.1269,1.0006,2.702,CD659 12cm rods, ,4.0000000,4.0000000,114.6900024,8,0.0000000,6.2963600,2467.6599121,2003,1,1,276.599552700000004
72,3010.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,50.000000000000000,0.000000000000000,NW,SW,-118.691287000000003,36.722479000000000,2.260000000000000,1329.000000000000000,[No GPS Lock],2.26,"Conifer, Mixed",mixed conifer,2017_Early,1141.000000000000000,0,0,1.128,1.0001,2.7248,CD659 12cm rods, ,4.0000000,4.0000000,114.6900024,8,0.0000000,6.2963600,2467.6599121,2003,1,1,273.613573089999988
73,3015.000000000000000,6/30/2017 0:00:00,,53.000000000000000, , ,75.000000000000000,0.000000000000000,NW,SW,-118.691280000000006,36.722549000000001,3.930000000000000,1329.000000000000000,[No GPS Lock],3.93,"Conifer, Mixed",mixed conifer,2017_Early,1142.000000000000000,0,0,1.1608,1.0018,3.3703,CD659 12cm rods, ,4.0000000,4.0000000,102.6309967,8,2.0000000,6.1148000,2467.9399414,2003,1,1,270.628068960000007
74,3020.000000000000000,6/30/2017 0:00:00,,53.000000000000000,-118.691274,36.72262,100.000000000000000,0.000000000000000,NW,SW,-118.691274000000007,36.722619999999999,3.870000000000000,1329.000000000000000,[No GPS Lock],WPT 962,"Conifer, Mixed",mixed conifer,2017_Early,1143.000000000000000,0,0,1.1597,1.0016,3.3474,CD659 12cm rods, ,4.0000000,4.0000000,95.8125000,9,5.0000000,5.9922600,2468.1201172,2003,1,1,267.963932339999985
75,13024.000000000000000,6/27/2018 0:00:00,,53.000000000000000,-118.691704,36.72234197,100.000000000000000,100.000000000000000,W,S,-118.691704000000001,36.722341999999998,0.740000000000000,1329.000000000000000,[Unspecified Zone],WPT 1257,"Conifer, Mixed",mixed conifer,2018_Early,1612.000000000000000,36.72237,-118.6916,1.1032,1.0001,2.1554,CD659 12cm rods, ,4.0000000,4.0000000,116.4020004,8,4.0000000,6.2405601,2472.0700684,2003,1,1,322.849878489999981
76,13019.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,100.000000000000000,75.000000000000000,W,S,-118.691687999999999,36.722413000000003,0.000000000000000,1329.000000000000000,[Unspecified Zone],0,"Conifer, Mixed",mixed conifer,2018_Early,1613.000000000000000,36.72245,-118.69164,1.0794,1.0006,1.762,CD659 12cm rods, ,4.0000000,4.0000000,116.6790009,9,4.0000000,6.2258101,2472.5800781,2003,1,1,319.124697040000001
77,13014.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,100.000000000000000,50.000000000000000,W,S,-118.691671999999997,36.722484999999999,0.500000000000000,3255.000000000000000,ZONE 00052,L/D,"Conifer, Mixed",mixed conifer,2018_Early,2073.000000000000000,36.7225,-118.69166,1.0885,1.0008,2.0641,CD659 12cm rods, ,4.0000000,4.0000000,116.6790009,9,4.0000000,6.2258101,2472.5800781,2003,1,1,315.390059129999997
78,13009.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,100.000000000000000,25.000000000000000,W,S,-118.691657000000006,36.722555999999997,2.050000000000000,3255.000000000000000,ZONE 00052,L/D,"Conifer, Mixed",mixed conifer,2018_Early,2064.000000000000000,36.72255,-118.69162,1.1224,1.0031,2.6481,CD659 12cm rods, ,4.0000000,4.0000000,115.0559998,9,0.0000000,6.0947800,2472.1101074,2003,1,1,311.624461750000023
79,13004.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,100.000000000000000,0.000000000000000,W,S,-118.691641000000004,36.722628000000000,6.130000000000000,3255.000000000000000,ZONE 00052,L/D,"Conifer, Mixed",mixed conifer,2018_Early,2063.000000000000000,36.72265,-118.6916,1.2004,1.0068,4.2407,CD659 12cm rods, ,4.0000000,4.0000000,102.9879990,10,1.0000000,5.8928699,2472.5000000,2003,1,1,308.299671909999972
80,13023.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,75.000000000000000,100.000000000000000,W,S,-118.691603999999998,36.722341999999998,0.000000000000000,1329.000000000000000,[Unspecified Zone],0,"Conifer, Mixed",mixed conifer,2018_Early,1611.000000000000000,36.72239,-118.69153,1.0568,1.0006,1.4176,CD659 12cm rods, ,4.0000000,4.0000000,115.2190018,7,10.0000000,6.3948002,2471.0200195,2003,1,1,312.074101229999997
81,13018.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,75.000000000000000,75.000000000000000,W,S,-118.691587999999996,36.722413000000003,0.000000000000000,1329.000000000000000,[Unspecified Zone],0,"Conifer, Mixed",mixed conifer,2018_Early,1614.000000000000000,36.72237,-118.69154,1.0591,0.9999,1.4532,CD659 12cm rods, ,4.0000000,4.0000000,117.8199997,8,2.0000000,6.4067502,2471.5900879,2003,1,1,308.305518170000028
82,13013.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,75.000000000000000,50.000000000000000,W,S,-118.691573000000005,36.722484999999999,0.000000000000000,3255.000000000000000,ZONE 00052,L/D,"Conifer, Mixed",mixed conifer,2018_Early,2072.000000000000000,36.72248,-118.69157,1.0534,1.0001,1.522,CD659 12cm rods, ,4.0000000,4.0000000,118.0279999,8,1.0000000,6.6668501,2470.4699707,2003,1,1,304.503561219999995
83,13008.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,75.000000000000000,25.000000000000000,W,S,-118.691557000000003,36.722555999999997,0.000000000000000,3255.000000000000000,ZONE 00052,L/D,"Conifer, Mixed",mixed conifer,2018_Early,2065.000000000000000,36.72252,-118.69154,1.076,1.0006,1.8641,CD659 12cm rods, ,4.0000000,4.0000000,113.0920029,9,0.0000000,6.4553699,2471.1699219,2003,1,1,300.686238749999973
84,13003.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,75.000000000000000,0.000000000000000,W,S,-118.691541000000001,36.722628000000000,1.060000000000000,3255.000000000000000,ZONE 00052,L/D,"Conifer, Mixed",mixed conifer,2018_Early,2062.000000000000000,36.72258,-118.69153,1.1009,1.0007,2.2743,CD659 12cm rods, ,4.0000000,4.0000000,98.4052963,10,2.0000000,6.2462702,2471.4299316,2003,1,1,297.297897499999976
85,13022.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,50.000000000000000,100.000000000000000,W,S,-118.691503999999995,36.722341999999998,0.000000000000000,1329.000000000000000,[Unspecified Zone],0,"Conifer, Mixed",mixed conifer,2018_Early,1610.000000000000000,36.72239,-118.69148,1.0862,1.0007,1.8704,CD659 12cm rods, ,4.0000000,4.0000000,114.4140015,7,3.0000000,6.4096298,2470.0000000,2003,1,1,301.409219769999993
86,13017.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,50.000000000000000,75.000000000000000,W,S,-118.691489000000004,36.722413000000003,0.000000000000000,1329.000000000000000,[Unspecified Zone],0,"Conifer, Mixed",mixed conifer,2018_Early,1615.000000000000000,36.72242,-118.69144,1.0636,1.0004,1.5184,CD659 12cm rods, ,4.0000000,4.0000000,118.0279999,8,1.0000000,6.6668501,2470.4699707,2003,1,1,297.549846030000026
87,13012.000000000000000,6/27/2018 0:00:00,,53.000000000000000, , ,50.000000000000000,50.000000000000000,W,S,-118.691473000000002,36.722484999999999,1.260000000000000,3255.000000000000000,ZONE 00052,1.26,"Conifer, Mixed",mixed conifer,2018_Early,2071.000000000000000,36.72245,-118.6915,1.1054,1.0014,2.3501,CD659 12cm rods, ,4.0000000,4.0000000,119.5879974,8,1.0000000,6.2500701,2469.4499512,2003,1,1,293.674727099999984
